code1,code2
L98,N64
D61,E24
R40,R98
G72,H36
G30,J32
N30,R48
K62,N30
C18,Q63
S02,V97
E55,M46
E24,S80
D55,D56
D51,K52
K40,K76
L08,R26
G41,K11
C25,K76
G81,K61
H20,K50
M32,N39
E50,I69
D50,J41
M22,R11
F60,H52
C02,C73
A48,H65
E03,I33
M77,M86
M21,M48
I12,T87
C91,J96
J43,K07
G20,R55
F07,R32
K92,L53
Q27,R57
D38,L04
H25,J15
I99,K76
C78,I51
J15,T73
J98,M43
I13,Y84
D62,R06
L29,T78
I67,M12
F03,M25
A31,J62
C37,J98
N39,Q75
C93,N19
B85,I50
H70,J13
D69,K27
A40,E83
H93,I44
H40,N04
K06,K08
M32,R11
G35,L03
G54,L53
D74,N32
N00,Q60
C67,I95
N13,N20
D68,N76
J21,J98
F41,H54
L89,R49
I31,R23
H01,R55
A69,R00
B24,I84
D89,K90
J69,S03
L89,Y49
J42,S04
D32,I60
A81,N94
C80,M48
L20,R71
E88,Q64
K21,K22
R31,T36
I25,Q61
N34,N42
A04,A36
F31,K20
B36,G63
G71,G82
D62,Q72
I26,Y84
K03,K10
H60,M89
I50,L56
K63,R44
B37,F63
D58,R26
C21,E86
A18,I78
B24,N48
H40,K11
E86,G10
D64,K56
J41,K13
I46,L94
K06,S30
D51,L28
A30,B37
I25,K56
H35,L84
E28,J42
C30,H50
E05,I30
D09,E86
E65,K62
D72,J01
F50,L60
I51,L03
B27,K75
L53,N26
F39,G23
S14,S25
D62,L94
D21,G96
E07,Q64
H25,H81
A03,B01
D12,N25
I84,N28
D47,E87
I51,R70
F22,L08
G20,R15
I33,K05
J20,L05
R30,R45
C04,E41
Q27,R26
H72,Q75
E16,L85
I37,R09
Q61,Q63
D30,D48
F45,J21
J98,Y52
C05,C77
K00,L75
D69,Q43
D04,R09
B37,Q82
D07,J69
D51,L22
M40,R11
D50,N85
J18,R96
F73,G81
N27,Q61
I44,R32
F39,H40
L56,N28
E16,F43
I80,O66
I69,N21
M86,S88
H91,I50
L85,L87
A81,K04
S70,T57
A52,F22
B30,I67
F72,R15
H01,R15
J43,L85
K76,M05
S80,S83
D01,Y44
F34,I20
S11,T43
H57,I67
A07,E73
J18,N41
I60,Q27
D18,D31
C77,J15
F20,H01
D51,R26
C69,I07
M70,S51
J45,T42
R06,R90
G57,J02
I61,R03
I10,I97
F10,T19
B55,J13
E41,F41
D51,Q80
M24,T79
B00,B19
G21,P96
D50,T14
B08,M60
F63,I50
F22,S72
H02,R44
I10,J01
D69,I33
G81,Q15
G92,Y60
G47,I67
E63,T37
J15,T52
D40,N35
C67,N43
N26,R63
I10,K81
G81,L12
J60,J67
B36,M48
C32,J37
B85,L28
C64,N30
G56,N36
H04,K92
F60,G47
C46,M15
J96,M49
D83,N39
J14,J98
I43,K85
I77,J02
R26,R31
A40,E14
K92,R33
E41,F45
I47,J62
K31,Q43
A18,G72
C64,G93
A31,R23
C77,R13
G82,H47
C32,I87
G62,G92
L20,L53
F50,Q39
L08,S51
C17,C48
L71,R60
J00,K44
G54,J18
G70,J69
D57,K83
G54,R33
D83,R11
N39,S42
D72,F34
T58,T67
B85,L22
K44,R03
G62,K92
E03,J02
D35,K59
C57,D36
I51,M31
I24,I27
N21,N48
M21,T93
D61,S10
L10,R60
J36,K14
R47,R57
B19,K70
I83,T85
K27,N40
B37,N83
E16,K74
S44,S52
D61,J96
M25,Y45
S63,S82
N19,R23
I47,M75
I08,Y63
H11,I05
B85,R26
B78,R07
A41,N35
J32,J85
A17,A41
J14,M06
A50,H70
D68,R09
J18,T59
C32,C85
E73,H83
H66,R53
I08,K90
G00,G92
J42,K73
J31,J93
A03,I51
F51,M31
H91,R57
C10,K07
M12,M32
D64,R20
R00,R21
J12,J30
D53,S10
B96,H01
E86,M60
E14,E83
C22,D37
D13,K30
I69,N50
D28,J98
K76,R59
A67,I20
I25,R20
D52,K30
H91,N95
K29,K91
J96,K13
C48,K52
D53,J96
A41,T46
D72,F22
D32,R94
J64,J85
G10,J69
I72,K85
J15,T85
M79,Q73
C78,R59
E83,J44
B40,D35
E41,Y89
G81,H16
M21,T11
B02,E86
C00,R64
N03,N28
C34,G72
F48,I61
E24,E26
F60,T43
G30,K63
G21,K92
F63,R57
D50,F63
N36,R30
B25,K14
G30,R15
D50,I01
E88,I31
H31,H47
C50,F20
H17,H18
J98,Q45
F63,N95
K82,Y55
F31,I21
O87,R57
B37,R32
L21,R25
I80,I83
B19,K66
B37,O22
G00,R48
C20,C78
G82,I77
J47,M30
I49,R04
I74,J06
H61,J39
H44,N19
J44,M19
D57,H43
E84,H65
J44,L29
B07,N21
R44,T44
D30,L29
K70,T18
B86,D69
H52,K65
D89,E87
D10,S10
J15,T75
A31,I49
B37,I82
D68,N27
N30,N33
C34,L40
D64,G52
I82,I86
A32,I25
D10,J96
K25,K80
C19,N36
I69,N30
B35,C78
C21,Y60
E78,F33
D50,D73
G36,L89
G82,S25
C48,N13
D02,H31
A66,I95
R40,R70
R55,S52
H02,L82
R60,R94
E80,R63
G63,I79
C75,R32
M24,M48
C79,G43
D56,E87
H02,L01
K76,R13
I27,K14
E14,S68
F41,F48
E25,R07
J47,L93
H36,M75
C74,C76
K03,M12
G45,Q03
D68,L50
I38,L94
E78,I69
R07,T91
I02,T13
H81,M81
C78,R13
C75,I82
I80,K22
H16,H61
A51,K29
B87,N17
E26,I20
D55,I11
T04,T18
D69,J02
J32,R70
M08,R26
J44,T84
R40,R83
N39,S06
D32,G90
J62,R79
N00,R05
I20,J42
I47,R23
D47,I31
R03,R13
F20,Q66
D25,L68
A87,T90
E21,E40
M51,Y89
J98,K38
F22,I25
B67,I27
H54,K86
C77,K07
D27,N80
E58,K14
E16,E83
L90,N43
J32,R83
H01,J04
B35,E24
A04,I83
J01,K13
S80,S90
I12,K85
A51,B35
B86,T17
C51,D04
H61,N39
D47,K44
G03,G92
G91,M89
G25,K03
N15,Q60
C92,J12
J04,K62
J13,M10
F33,H26
I80,K80
C46,L27
G80,T18
D62,G30
N35,R63
A58,N89
E51,K70
H90,N40
B08,B37
I13,I42
A07,K50
A04,Q01
C90,D59
D52,M54
A88,K07
J04,Y87
I44,L20
C03,E86
G95,I12
G71,L89
K60,L08
I49,M15
D45,T70
I45,J06
I09,I20
R23,R60
L03,M79
D45,K20
C26,R63
M54,T81
F07,J69
K03,Q44
H81,R06
H65,M54
G92,J06
K70,Y36
F43,R53
C79,K56
F45,J38
A41,B08
G80,M24
M81,Q71
F33,M15
E41,J45
L05,N17
J42,R57
I47,S49
D50,N83
C43,K11
R17,R43
I21,T58
G04,M51
I26,I42
G45,I12
D68,S80
J42,N95
K22,M77
Q62,Q63
N00,R55
F42,R60
C32,Q89
D51,M32
I21,X92
F39,N64
A19,N50
D80,K30
F34,T41
L12,T85
N82,R57
D34,R29
C20,D65
H90,K81
I48,I49
I28,Q26
G71,M61
Q82,T84
I67,T68
H27,H43
M12,N39
N36,N42
T90,Y60
A95,K31
A41,N97
F48,N41
I83,L91
B34,R29
I61,S42
E83,S73
N35,S31
A26,H66
D21,M51
H36,R23
D56,R18
G56,K52
I47,I49
K70,R40
C33,D02
N13,R33
K73,L53
E23,H47
H33,I50
Q78,T84
B48,L10
F45,G63
I08,I72
I82,L60
C23,C56
H92,J13
J15,S03
E24,L52
L63,L68
L08,R76
I38,K83
D84,J02
D59,R63
D61,R61
D12,L83
F48,H26
D75,R94
F63,F92
C18,D02
K14,M62
R42,R54
B27,M35
H26,R94
M31,R57
M15,Q75
E27,J86
D50,R32
H72,H95
G83,R47
J69,Q06
E63,R34
K76,M31
C66,J44
D50,O22
E53,J60
C71,G41
E51,E52
D00,T17
I20,K06
J60,R79
B19,R79
G50,K29
J98,R21
A32,R00
K92,M87
R55,T82
C17,D18
K25,S51
N17,T84
I82,N71
H30,N89
G90,I01
J41,K62
M81,Q06
D50,I82
G04,J13
E20,K81
I44,J69
J93,R03
A56,K90
H92,R60
A19,N30
H10,N39
B74,I74
N00,R15
E87,J13
A48,M20
C14,F91
E84,J43
J62,N45
E24,K91
M76,Q74
F43,T39
J41,Y87
I77,Y55
E27,L57
C90,R53
I45,K12
J35,L94
J06,J34
K27,K73
E41,I13
B00,G63
N19,T18
G90,I42
H36,S49
A19,G93
R12,R60
E83,S83
D37,K62
D72,N73
H10,L08
F10,V91
I31,Q22
I08,Q64
I50,K21
E67,F01
G95,Q76
D47,L51
A52,E05
H10,R11
I12,I61
C50,L98
D58,R76
K82,R54
G91,I65
M25,O87
C37,D15
I45,R44
D72,N95
D83,L66
D50,I77
A40,K85
A37,G30
J04,M79
E87,R60
J06,N99
H54,M14
L60,M54
E21,I10
M62,R04
C83,D84
E24,N00
D67,M85
G92,R44
D72,X92
I87,L73
J98,N85
H54,I86
M67,M72
H40,L25
H53,I44
Q06,R04
I01,L03
H20,J32
F03,K27
M31,R26
I02,I10
M33,R64
B01,I26
H36,I49
B37,L20
F34,O87
B35,D32
F41,J47
C11,L90
K59,M81
E83,N15
I71,R31
D12,L87
D75,G90
C64,D20
K07,M65
D45,R64
H15,R51
C18,N46
E73,L12
A36,G20
G24,K59
E04,E06
H33,R57
H53,H66
G41,M93
E86,G83
D65,M06
I47,J64
D14,J13
I79,L84
C64,C70
D80,M54
C93,T81
G56,R26
N17,T56
Q33,R07
M46,R11
B35,S10
A59,J39
L27,Y43
F42,H93
M06,R05
I61,S06
L53,N97
G56,Q80
D66,S70
A37,H49
C19,K52
K02,M43
I27,M13
E83,T47
I72,N41
L01,L50
H50,M54
B35,J96
I47,K10
G30,J44
D52,J20
G41,G50
K76,L85
M76,R12
J69,K04
C05,K05
C10,E83
B44,D61
I10,N95
J18,Q99
J69,Q40
Q28,Q45
H11,K59
J20,N32
S82,V94
I51,P00
I74,L01
F51,G47
C01,T79
E21,L89
I05,P21
I49,L27
E87,K21
C14,T66
D75,I99
D56,K44
H26,I99
D64,F90
I45,W17
H73,K92
D64,S05
D37,H91
A04,C79
J38,J42
H65,J20
I60,T42
I10,X92
A31,J93
G25,N04
J30,T43
E03,F25
M81,Q40
I02,L89
J46,K13
L08,T38
G35,T43
G95,R79
G20,S73
G04,H53
B00,I27
D89,E23
R23,T69
E32,J18
G83,S02
C24,D64
C01,J38
I65,M35
I49,L71
N83,Q89
M21,Q72
G40,R63
P07,R60
N19,Y36
M43,R27
I84,R07
E55,I51
B15,K82
K75,T28
D51,N39
M08,M32
G61,J32
N73,N97
K59,R06
A40,A48
H40,M93
N89,S35
F31,M21
C40,I10
G43,K90
C79,G52
F70,P15
G58,I73
A31,R40
K58,R07
H26,H80
I49,M88
K58,R94
D56,E23
H35,H54
M14,N40
H66,K59
D21,H53
J41,M79
G51,H61
D72,E05
E86,Y84
C80,K41
H92,H93
J44,N35
E54,R63
C19,N13
I61,K76
B35,B86
E80,M88
R00,R32
G90,H47
M06,R55
B37,J69
I26,I77
G82,T70
K67,N76
J96,K62
B81,R64
F42,Y84
F03,I33
M14,N64
K59,Q72
G82,K20
J44,T46
I50,T69
C15,K56
N19,R40
G63,I36
F70,R31
C67,D84
G91,K56
C09,R63
H35,I08
D20,N13
E73,I26
I26,S25
I61,P37
G04,G83
E27,I20
I12,R96
C38,I06
G52,R43
E87,H93
B44,J41
B47,K42
K75,Y01
M51,S30
K59,L94
H10,T51
C75,J69
H54,L60
E88,R31
G95,M33
K92,S53
K56,L05
C46,I47
M77,N21
E88,I12
N39,Q90
E67,K04
I87,M45
C77,E83
D21,G83
J34,T16
I36,M10
K44,K76
B85,N39
G57,R54
H16,L82
I51,T87
K62,L12
D13,Q65
M06,M46
G04,Q68
H65,I78
D61,G03
I24,I97
I95,K12
L83,N81
E41,I38
J37,K22
F10,G96
I08,I31
L93,R57
N42,Q24
G25,H10
A54,C67
H31,T70
L40,T66
E53,I51
H36,T18
H01,I51
L93,N95
A28,J70
D02,M54
I46,I87
D24,N88
D11,D34
A98,R26
M96,N39
C92,Q06
A69,D39
I47,Y36
A17,A87
D69,S02
D59,E22
J33,M30
C57,N30
L51,M08
E87,T69
D62,I87
A48,K62
B02,Q60
K22,K56
G90,I77
E83,S90
I35,N25
D21,Q68
F41,T42
Q33,Q79
D41,E87
C71,C74
I77,R54
C71,T69
G20,T47
D14,H93
M76,N25
M84,M89
C31,K11
M54,R82
I10,L73
D27,Q51
D64,H11
E83,G60
J35,L04
H66,R09
I86,L57
Q44,Q64
C53,C78
C61,Q63
E70,M40
N76,N90
B94,G83
I48,R40
D80,J20
G95,N45
B59,R31
E83,J85
I83,M41
G90,S25
D47,R31
J01,K62
I24,R06
J67,L08
B37,H36
G30,S73
M21,S82
H28,I44
K92,N34
D00,R90
D48,K56
I67,Y60
E03,R54
S70,S85
M71,M89
J41,N36
C66,N15
D35,D38
R13,R68
K62,N82
I47,R40
N03,R07
A36,K01
J01,Y87
E67,J14
C37,C77
D12,Q62
C46,L98
S71,S72
N21,R57
N17,N35
S37,Y83
A18,G51
A81,L89
C49,G95
H91,N39
A37,E16
N15,R39
C32,J18
E41,I73
C60,N45
N19,Q44
C32,R33
H20,K63
E05,N60
E72,N20
E27,Y45
J15,M41
D06,N71
D65,T67
I47,Q22
B00,H40
J69,L30
J18,L98
C80,K83
A46,L52
F50,T56
C92,I80
I05,X95
N17,T46
F43,K59
G96,M85
L25,R60
H91,Q24
C12,R06
G54,I72
C26,N17
T16,T70
H91,L08
G63,J96
I70,L43
M79,M96
I69,R83
J13,J47
M71,T84
B96,I60
J69,K31
H44,T81
K11,K66
H91,R11
C41,K14
J62,T79
B35,R61
A18,C92
L53,M25
E14,M75
E63,M85
I05,L43
M31,M32
J98,N83
L84,Y62
D40,E31
A31,D51
H52,H61
C67,C78
F22,Y63
Q24,Q27
B25,N28
I70,J98
C79,D12
M93,R21
K29,K30
H36,Y36
E16,K85
D62,N80
I49,K75
H10,L66
E22,I49
D50,J69
F63,L08
B25,C71
H43,H51
D59,K58
K14,M25
S02,Y87
C92,K04
F63,R11
G83,N46
C77,Y64
G95,R27
I25,K26
J85,R54
D72,M45
G56,M32
G45,R01
A69,I31
F33,K75
K42,L89
C21,C76
J43,K85
B07,E32
D21,E06
J69,M70
A21,K83
I69,K61
K59,L23
R40,T43
E83,L03
D68,L52
J39,T59
I72,Y36
M30,T17
G82,I21
C79,D64
B45,G92
M30,M86
B34,R31
K52,M05
T79,Y65
H65,L40
I49,I70
E83,R70
C71,G25
C08,R06
B88,M81
D59,N17
B25,E03
B67,K81
F91,I95
B08,I01
M62,M88
D64,E74
A71,H10
I36,Q27
B34,I12
G61,R15
H36,R40
G45,R27
E06,Q04
N83,Q51
I65,I71
M77,N30
D62,M95
T51,Y87
L10,T85
J32,T43
C04,L57
A84,E14
M95,N39
I70,M06
M33,M70
J98,R32
F63,S72
I83,R64
I08,Q25
E14,F24
H11,N26
I27,N28
C30,D69
A48,M79
I08,L51
F20,H91
G96,L40
I95,L82
A41,E31
D16,I79
H05,S06
C76,H70
I05,M06
K22,R20
D68,K91
I50,T73
I95,L01
K70,T68
D69,R54
C90,K59
E05,T56
G43,Q64
F33,R35
F20,R94
A07,J32
B67,R06
G24,H25
C09,H90
J00,R12
C80,K65
L98,M95
C38,L05
I70,L74
G20,S90
K20,Q60
C24,K26
E23,K20
E67,L30
J01,M79
A27,E75
D18,S36
E58,N28
R51,S80
J15,R64
E34,M30
D25,N88
D57,J06
G20,G60
D38,I25
J45,R57
D52,R25
D02,J20
F33,I47
F33,F95
E31,I25
D89,P15
F41,I84
M85,M93
E41,I07
F60,G58
H11,H25
B06,K82
R42,R45
G20,J85
L72,M25
B45,B96
D68,N00
C63,Q64
E72,R17
J96,N36
H65,R25
H30,H46
F48,K75
E06,H05
A42,M35
K56,Y46
C09,E22
T18,T38
F48,I37
S14,S44
D64,I69
F60,R04
E04,N83
A40,T59
B53,C51
L30,R03
F41,N48
R18,R57
I25,I69
C90,D48
L42,R17
D13,R47
D45,M21
D75,I83
D52,R47
D50,H36
K66,R94
T81,Y55
F07,R42
D59,R82
K38,N94
H26,I83
D89,R31
J60,J62
A79,N95
D65,K86
I98,M30
J14,L60
B44,D73
A52,L08
D62,Q89
H05,K76
M54,O20
E53,J15
C67,D65
K76,T87
A50,M14
I21,L08
G00,J42
D12,N40
E87,T73
I84,I95
J42,Q24
K31,R54
A67,H44
C22,Q65
H27,H61
J31,K50
J42,L08
I05,Q26
I40,L53
E22,G37
N83,R33
D69,F60
J03,R56
C88,J15
C64,I26
E86,I42
C76,S11
I13,K20
J15,Q37
C21,D07
J42,R11
J15,Q40
E74,E86
D09,R39
I48,K25
K81,M10
E05,G43
E06,Q85
D13,K14
B96,H91
A40,G37
B54,C67
I69,Q15
G37,R81
C46,M35
B35,L21
S40,Y62
P11,S70
L23,R11
E58,F41
L53,M76
J13,T42
A41,S36
B96,R94
I69,L12
G05,K59
B02,G56
M10,M88
K11,R79
G51,L82
J33,K36
F33,L98
F48,F95
A52,S72
D41,K44
J18,M35
I67,J06
I26,K20
K02,R21
J04,K22
C17,J98
M31,N39
E53,R13
H01,R13
D12,K81
A69,L51
K14,M76
D27,N87
M43,M48
I21,S72
A40,T18
I28,R53
I87,R17
C76,D11
B07,K61
G20,L03
I73,R03
T18,T51
G50,H15
Q06,Q99
F24,R13
B02,R05
J06,M43
F20,I99
A53,N36
L25,Y84
G20,R70
J18,S22
J03,K21
G93,M85
A03,E83
E22,M24
F45,M81
Q71,S14
M60,T82
J41,K52
E14,I49
K04,M19
I44,R42
G56,N39
I49,T49
M48,N17
F60,M15
B68,D47
M25,P21
E29,I82
C81,N19
M19,R79
E54,N17
A40,M24
K04,M89
A04,E24
D28,N71
M42,M85
C92,L30
G81,K40
G47,J30
E04,I77
K03,Y60
H26,S98
D01,S50
K52,R13
G60,G95
C91,E85
L60,R25
Q78,S87
D33,H40
G47,R47
B35,G03
E50,Q82
I69,N82
R60,S51
C92,K31
M75,N39
L01,L13
I78,Q28
E03,Q67
I70,T82
F34,J99
I43,I47
D21,L92
E24,K30
D72,L08
B03,S98
M10,N17
D51,D62
D72,R11
G57,H74
K63,M05
F48,I46
I84,N43
K04,T84
L12,R64
M13,R79
N43,Q64
D38,R00
C06,H02
M75,Q24
Q40,S10
C11,C76
F48,L98
L60,R47
S04,T58
H53,R79
C76,L72
D66,M54
L03,S51
E66,R60
G95,J38
J46,R94
K82,L72
M75,R11
J20,M19
F90,I11
L04,L74
B02,R55
N00,N15
F45,R06
C71,T52
J41,L28
G24,G81
G52,I33
G03,J42
D51,E56
H20,J44
I50,T85
H33,N39
N19,T68
L72,M76
C73,E03
J20,M89
E41,S37
H50,R25
H66,K60
M35,O87
R27,Y51
C91,T78
M25,Q67
N84,N85
C15,D64
D86,I12
K60,K90
D21,I42
E22,Y36
E86,H47
M31,T38
R44,T84
C18,J45
E83,T66
I40,J18
S73,S83
A50,L60
D39,N73
G45,J38
H36,I85
H93,M75
M32,R18
A40,Y36
D72,S72
E78,R21
G43,K44
D44,S04
N41,N46
C03,G56
I08,R31
D73,R04
L13,L50
D39,N95
I13,R64
L84,M75
I67,R44
I08,I12
H43,R44
A40,J93
F34,Q67
J02,J42
R57,T81
N83,N87
I10,L08
E03,H70
F03,Y55
D37,K22
G83,R19
J38,M10
C68,D09
C32,H34
A07,K63
H54,H73
N32,T19
N64,S35
I50,T75
B88,F72
L66,N19
A46,G00
J41,R26
E22,R40
I43,I46
F06,M54
L87,R54
D83,E87
F73,Q43
H16,H34
I79,M10
I49,N42
K56,N32
N50,Y36
B02,M46
G56,N03
K91,N95
C50,T45
H90,M45
H60,M40
R53,T38
G81,P03
M25,T40
J18,K50
B44,I77
A87,T81
B34,M33
D44,F34
A04,B27
C19,N39
M93,N83
E53,K07
B58,S30
G45,G63
C08,L04
I11,M10
J43,N41
D62,L53
C95,S10
E14,G37
E72,J18
G30,L03
J12,J45
C65,C76
C85,N19
E72,R33
G23,H01
M84,S45
E87,T85
G25,G50
A31,E86
I13,I21
P02,R60
D64,N89
B59,J21
G81,R63
I80,J96
I51,I61
B86,K76
E07,N25
R34,R54
E83,F31
G30,R70
C71,T85
I10,S72
I12,I37
I25,N89
M79,N36
N92,N99
K20,R05
F34,T40
B69,G93
B37,R42
I33,I67
J96,K52
E63,E88
H69,I25
A55,C21
A52,I25
J13,N48
R45,T41
I48,T68
G82,M21
A02,B58
D68,H31
G45,K82
R04,R11
E86,I77
G81,Q23
F34,H70
B35,T37
B87,C22
E20,I87
B19,I49
E14,T18
C80,E16
D68,G00
I21,I25
D13,F65
L89,M42
A54,N19
E03,X95
F33,M35
D45,I10
E24,M54
I83,M70
C38,I30
A06,R64
D25,N81
I27,J45
R98,S10
I77,Y89
F03,S02
D61,E63
D48,D64
C46,K51
A39,J98
R21,R94
G41,J13
E03,R45
F60,H60
E87,T75
I44,N32
B37,I30
M93,R32
D47,N25
S37,X92
M93,O22
A04,D32
D65,R53
J69,L89
H70,T70
K27,Q24
R42,T67
E14,M24
C00,F17
F60,L27
K27,L08
R31,S01
B88,L04
C94,Q06
C53,N00
K27,R11
B19,B83
I78,N28
G95,M48
D53,E63
F07,H92
E16,T59
H30,H44
J15,M70
G83,Y89
D61,H15
K66,N81
J12,O82
M25,X95
Y56,Y59
F31,M77
E21,N04
C92,E40
A49,O63
H54,M19
A04,S10
C49,D01
D64,T23
F95,K44
H54,L29
I12,I47
D12,G54
K05,Q25
F60,L71
A87,H90
G41,R60
H16,M00
B35,M71
J96,L28
A04,J96
I02,N04
E05,E41
S41,W17
A06,I21
K20,R55
J43,T59
C10,R23
I70,K86
B77,Y45
E86,M08
H35,I74
G45,M48
T04,Y60
J30,R04
D69,H74
F43,K60
K63,R13
Q24,T42
H66,M62
D65,I05
J42,J66
R60,Y49
D83,R18
F34,X95
H20,Q38
I65,J32
A41,I33
J96,K22
E21,K11
A48,K52
G50,M85
S30,T69
K27,S72
L93,R11
H40,J13
J36,R07
G93,S50
M06,M67
K13,L29
G45,I45
C61,N46
H83,I44
C60,I45
G37,J32
N50,Q33
A87,E22
K76,K85
H15,K29
G60,R03
C31,G50
F34,L43
D35,D37
F48,M35
D58,G92
A39,L74
C93,Q06
B74,N95
C01,R06
C91,K06
C74,J15
C78,K85
G62,J46
L28,R21
G90,I21
J85,S11
A41,R36
I74,M67
A80,M33
I46,J18
I46,R33
C94,I80
C88,D75
E83,G47
I81,Q45
H40,R60
J96,R26
I51,R04
H36,T68
A51,B00
H28,R79
I77,L72
D72,I25
B36,E16
L74,M70
C39,R53
D02,K14
D50,E51
D62,J18
D62,R33
J60,J64
N21,N39
M48,R30
J96,Q80
A04,B86
I42,T70
K20,M46
K10,Q38
I83,T13
E76,L89
E58,E67
I09,J99
I07,I33
I42,K20
I89,L12
K21,K92
E06,J98
I12,I46
H21,H91
K20,R15
C66,T66
A53,R57
H93,I49
I51,R96
B35,F84
D15,H53
I87,R00
N76,T19
I12,L98
F10,Y53
B55,K20
G41,H53
D09,J60
K22,S35
L98,R33
D31,E14
E16,M24
I37,K30
G93,J03
M72,M75
N48,R34
H30,H33
C48,C81
E14,R40
D12,Y57
B78,R51
I77,Q26
R29,R60
J15,T13
L30,S06
D51,G92
A40,D51
I50,J12
C32,N34
M10,R30
C41,N28
B58,H21
D13,Q28
D35,I67
F34,M06
H44,I35
H69,R00
C00,L10
P59,R13
I07,I20
J18,R81
C41,C71
D58,E27
D48,N61
G37,G56
S22,Y61
D56,M10
C25,N19
N25,T28
D50,R42
F20,I83
I21,R00
I10,I25
E29,J69
C84,R59
F03,R54
E87,I48
B37,N32
Q61,S30
E06,M06
J44,M40
I82,T46
R64,Y63
I27,R07
I99,N19
F41,I50
A87,K58
J01,K22
B02,J04
G83,J45
E83,T43
J21,M19
H40,H53
A40,D83
E20,N20
M86,N19
D29,N25
D15,G83
D86,M33
E24,J20
C84,J15
G41,G83
N00,R70
B36,I87
D37,K37
K02,R32
A53,R26
N34,N50
F51,H26
D50,I30
B15,K83
B35,F71
B65,D62
D33,R06
F52,I35
M76,Q62
K52,K74
I51,M15
B25,D47
K08,R21
J06,J41
C85,K40
G81,H90
E14,M12
I45,I51
D32,E24
C18,I38
L89,R34
N73,Q43
D48,H11
E53,G32
G95,T93
A67,J98
D72,T80
G95,Q05
E16,Y36
I49,K51
K86,N36
L50,T37
G92,I51
K07,R09
K01,K82
R51,R61
E86,T28
F45,G30
D69,D81
G61,M67
A80,Q31
E16,J93
I70,M14
B01,R63
F51,M15
C41,R19
A18,R94
F33,K51
M20,M72
A04,F03
E78,H33
K31,Y89
E88,G63
Q39,R60
R15,Y63
F34,Q26
C51,R01
C17,K86
H93,J64
B00,L04
R54,S42
G51,H34
J06,R21
N84,R32
L25,T85
K51,L72
S20,Y60
A41,J02
A07,J44
N39,T90
C52,K59
A37,J18
G00,H54
I15,L27
C51,D55
J43,J93
G41,T69
C12,J37
D68,K30
I71,L87
G37,R55
D69,L72
F20,K80
B44,J69
J45,Q24
F60,K75
I20,I74
J45,L08
E04,H36
D55,N28
C33,I73
B96,I83
G20,G47
J31,J32
C73,E67
G41,Y84
J45,R11
G54,I12
C57,N82
G72,M30
R94,T50
B00,G30
K22,K26
C92,L89
C77,N41
B37,H92
H35,I84
D72,R00
C12,I87
J96,S51
G83,I13
A08,N60
C52,N63
K41,R59
T48,T49
C79,N89
H60,I20
T68,Y56
E41,R09
C10,K10
Q78,R53
K59,N20
H40,Q68
I77,K08
R31,R32
E63,J43
B02,J60
H02,K07
E53,E83
F60,I70
D61,M85
I73,K76
I77,T67
I31,J06
H35,N48
C34,R94
G91,I69
I20,T42
B35,Q18
M06,R59
R20,R44
D48,K26
G72,L93
D55,E03
G90,K00
I27,I38
B34,B38
E58,E78
I85,S30
J44,J86
I13,M21
J45,S72
B77,C48
H72,T90
F91,L50
I65,K63
C88,E83
K29,R47
J14,L29
C57,I26
S44,T84
L10,R64
K25,K92
G92,M05
E03,K08
G50,S50
A49,I82
D13,N28
B39,E41
D52,N28
H31,I10
L28,Q82
N17,S36
C14,R04
D56,Q27
C63,R31
G37,R15
H47,K31
P00,R79
E55,T87
I33,K27
H10,M02
E88,I27
J32,R04
G57,M65
R32,T87
A88,H26
R04,T80
E58,I38
I12,M35
J44,L57
R00,R42
I10,R00
C81,T81
C56,L68
M19,M75
I26,M21
I74,J15
E86,T70
A53,D10
I05,R53
E16,Q33
G36,G50
R79,T16
B37,G44
A46,I11
F48,I71
A69,M33
I08,R01
I27,Q79
E88,I45
R63,Y63
A81,H10
E86,K20
G93,H01
E73,R63
J64,R04
E41,F42
B35,E63
L01,Y44
J38,T15
G35,L27
J35,L53
M25,T67
C50,D36
M79,R26
J38,J47
R17,R54
F70,L87
T69,Y63
I78,J45
M81,N90
D13,E03
F42,K20
D52,E03
E07,I27
H81,L82
G60,S42
A50,H73
A46,B74
E14,K25
A18,B39
F71,R32
H10,R18
R51,S70
R54,S06
G81,N17
D27,D39
J31,R05
E34,N99
J30,L71
B45,J42
E40,Y46
D09,I51
I80,Q21
J13,K73
C24,Q45
L29,M79
Q21,Q89
I80,L21
M06,R13
G03,H54
H54,N35
D48,F33
H11,M25
I70,L60
B88,J37
Q78,T39
I50,Y35
I80,K92
M13,M75
C48,K92
C34,G90
A42,J32
G72,R20
A26,R23
E22,T68
D64,I62
N15,R59
A06,M21
E40,I86
D68,M54
G54,Q76
I25,I62
J85,T67
C66,C68
E14,I85
E63,K13
I51,L27
H54,Q70
I74,R13
C17,Y46
F90,R25
A40,T68
C80,K12
K59,R71
H54,T46
D48,I69
K76,N41
D13,F41
E22,E25
J60,Q33
B59,I27
M41,R63
C93,L30
C74,F43
N48,Q17
B34,G63
D47,I27
I35,I97
I09,M06
C17,M14
D32,S10
J15,L89
D65,K59
C40,E72
K11,R23
K65,N36
L93,T80
I99,K40
C19,D62
C22,Q28
D75,E24
