umls	icd9cm	icd10	3_digit_icd9cm	level_2_icd10
C0034103	522.0	K04.0	522	K04
C0260535	V19|V19.8	Z84	V19	Z84
C0153017	052.0	B01.1|B02.0	052	B01|B02
C0476707	V20.0	Z76.1	V20	Z76
C0041844	455.6	I84.9	455	I84
C0019081	569.3	K62.5	569	K62
C0031736	692.72	L56.4	692	L56
C0347139	232.2	D04.2	232	D04
C0154296	282.8	D58.8	282	D58
C0476664	V64.09	Z28.8	V64	Z28
C0155694	423.8	I31.8	423	I31
C0261519	870.7	Y60.7	870	Y60
C0020217	630	O01|O01.0|O01.9	630	O01
C0274278	907.0	T90.5	907	T90
C0013927	673.1|673.10	O88.1	673	O88
C0153390	146.7	C10.3	146	C10
C1704274	621.5	N85.6	621	N85
C0015773	714.1	M05.0	714	M05
C0260464	V12.0	Z86.1	V12	Z86
C0600336	694.1	L13.1	694	L13
C0349017	192.2	C72.1	192	C72
C0009447	279.06	D83|D83.9	279	D83
C0264444	503	J63.5	503	J63
C0158140	718.9|718.90	M24.9	718	M24
C0225773	748.69	Q33.1	748	Q33
C0001973	303|303.9	F10.2	303	F10
C0013502	122	B67	122	B67
C0161509	962.1	T38.7	962	T38
C0022735	758.7	Q98.0|Q98.4	758	Q98
C0270202	773.1	P55.1	773	P55
C0729346	732.6	M92.9	732	M92
C0478100	758.39	Q93.8	758	Q93
C0018889	128.9|129.99	B65-B83.9|B83.9	128|129	B65-B83|B83
C0431479	744.29	Q17	744	Q17
C0085574	719.3|719.30	M12.3	719	M12
C0478018	748.6|748.69	Q33.8	748	Q33
C0037278	686.9|686.99	L00-L08.9	686	L00-L08
C0019681	301.5|301.50	F60.4	301	F60
C0920350	245.2	E06.3	245	E06
C0023817	272.3	E78.3	272	E78
C0155699	425.8	I43.8	425	I43
C0392661	123.8	B71.1	123	B71
C0153293	122.5	B67.5	122	B67
C0149526	708.0	L50.0	708	L50
C0156408	627.0	N92.4	627	N92
C0042514	427.1	I47.2	427	I47
C0085437	320|320.9	G00.9	320	G00
C0423729	786.52	R07.1	786	R07
C0160475	872|872.8	S01.3	872	S01
C0155007	368.3	H53.3	368	H53
C0149966	098.6	A54.5	098	A54
C0037753	123.5	B70.1	123	B70
C0011334	521.0|521.00	K02|K02.9	521	K02
C0272920	848.41	S43.6	848	S43
C0476665	V64.00	Z28|Z28.9	V64	Z28
C0263465	706.8	L85.3	706	L85
C0400895	130.5	B58.1	130	B58
C0152085	711.3|711.30	M02.1	711	M02
C0276688	117.5	B45.0	117	B45
C0029421	732.7	M93.2	732	M93
C0009702	754.30	Q65.0	754	Q65
C0017551	277.4	E80.4	277	E80
C0152459	701.3	L90.6	701	L90
C0268641	270.0	E72.0	270	E72
C0160588	880.03	S41.1	880	S41
C0154778	360.21	H44.2	360	H44
C0010051	414.11	I25.4	414	I25
C0153665	195.5	C76.5	195	C76
C0274484	960.6	T37.1	960	T37
C0497080	872.1	Y62.1	872	Y62
C0160742	903|903.9	T11.4	903	T11
C0475534	285.22	D63.0	285	D63
C0348588	413.9	I20.8	413	I20
C0489958	392.9	I02.9	392	I02
C0018800	429.3	I51.7	429	I51
C0276026	482.2	J14	482	J14
C0263313	694.4	L10.2	694	L10
C0274870	987.9	T59.9	987	T59
C0041207	745.0	Q20.0	745	Q20
C4721766	366.30|366.50	H26.2	366	H26
C0161406	951.2	S04.3	951	S04
C0178283	558.99	K50-K52.9	558	K50-K52
C0158463	736	M21	736	M21
C0751837	781.2	R26.0	781	R26
C0392048	737.10	M40.0	737	M40
C0154762	357.6	G62.0	357	G62
C0261795	933.0	Y43.0	933	Y43
C0158795	759	Q80-Q89.9	759	Q80-Q89
C0155998	532.2	K26.2	532	K26
C0155388	380|380.9	H60-H62.9|H61.9	380	H60-H62|H61
C0155757	446	M30	446	M30
C0156271	596	N32	596	N32
C1275587	701.1	L85.1	701	L85
C0153415	150.5	C15.5	150	C15
C0031036	446.0	M30.0	446	M30
C0020703	300.13	F44.1	300	F44
C0160983	927.8	T04.2	927	T04
C0014306	376.5|376.50	H05.4	376	H05
C0017672	529.6	K14.6	529	K14
C0264222	465.9	J00-J06.9|J06.9	465	J00-J06|J06
C1260922	786.00	R06	786	R06
C0156048	534.2	K28.2	534	K28
C0030805	694.5	L12|L12.0|L12.9	694	L12
C0030232	782.61	R23.1	782	R23
C0496614	V03.4	Z23.4	V03	Z23
C0033770	756.71	Q79.4	756	Q79
C0161332	948.2	T31.2	948	T31
C0153454	156.2	C24.1	156	C24
C0078982	742.2	Q04.1	742	Q04
C0264132	738.9	M95.9	738	M95
C0477572	735.4	M20.4	735	M20
C0029857	257.8	E29.8	257	E29
C0003110	524.1|524.10	K07.1	524	K07
C0155415	381.01	H65.0	381	H65
C0038436	309.81	F43.1	309	F43
C0302358	004.0	A03.0	004	A03
C0152460	607.81	N48.6	607	N48
C0014848	530.0	K22.0	530	K22
C0153093	072.2	B26.2	072	B26
C0261780	931.7	Y41.5	931	Y41
C0156294	602	N42	602	N42
C0480073	860.9	X45	860	X45
C0271468	381.81|381.9	H69.9	381	H69
C0413443	930.0	Y40.0	930	Y40
C0016546	938	T18|T18.9	938	T18
C0153381	145.9	C06.9	145	C06
C0037974	104.9	A69.9	104	A69
C0162301	594.2	N21.1	594	N21
C0025037	751.0	Q43.0	751	Q43
C0751571	189.9	C64-C68.9	189	C64-C68
C0019069	286.0	D66	286	D66
C0021192	030.2	A30.0	030	A30
C0154081	232.7	D04.7	232	D04
C0158364	728.84	M62.0	728	M62
C0040252	110.5	B35.4	110	B35
C0001360	245.0	E06.0	245	E06
C0263787	717.5	M23.0	717	M23
C0348526	370.8	H16.8	370	H16
C0003125	307.1	F50.0	307	F50
C0433353	942.2	T21.2	942	T21
C0555219	751.5	Q43	751	Q43
C0267288	533.0|533.00	K27.0	533	K27
C0019343	646.8	O26.4	646	O26
C0043398	060.1	A95.1	060	A95
C0036421	710.1	M34|M34.0|M34.9	710	M34
C0154017	223.3	D30.3	223	D30
C0158619	746.6	Q23.3	746	Q23
C0496930	236.7	D41.4	236	D41
C0153656	194.5	C75.4	194	C75
C0153435	153.2	C18.6	153	C18
C0270229	775.5	P74.1	775	P74
C0266589	744.3	Q17.9	744	Q17
C0033677	263.9	E46	263	E46
C0260345	V01.5	Z20.3	V01	Z20
C0275887	771.2	P37.0	771	P37
C0018818	745.4	Q21.0	745	Q21
C0260526	V18.0	Z83.3	V18	Z83
C0041324	015|015.9	A18.0	015	A18
C0152267	201.7	C81.3	201	C81
C0433219	948	T31	948	T31
C0158733	755.01	Q69.0	755	Q69
C0261592	879.4	Y84.4	879	Y84
C0153386	146.3	C10.0	146	C10
C0158996	776.6	P61.2	776	P61
C0495094	620.4	N83.4	620	N83
C0041473	080	A75.0	080	A75
C0007237	V57|V57.9	Z50|Z50.9	V57	Z50
C0269891	665.6|665.61	O71.6	665	O71
C0412842	964.0	T45.4	964	T45
C0031157	475	J36	475	J36
C0161397	950|950.9	S04.0	950	S04
C0263962	726.33	M70.2	726	M70
C0524688	020.5	A20.2	020	A20
C0154222	258.9	E31|E31.9	258	E31
C0266445	752.89	Q55.3	752	Q55
C0271275	371.04	H17.0	371	H17
C0042909	379.23	H43.1	379	H43
C0263846	719.8	M25.1	719	M25
C0451984	929	T04	929	T04
C0153502	164.3	C38.2	164	C38
C2243087	535.01	K29.0	535	K29
C0153075	070.0	B15.0	070	B15
C0195724	072.0	O81.0	072	O81
C0494776	564.8	K59.8	564	K59
C0157749	711	M00-M03.9	711	M00-M03
C0155954	526.4	K10.2	526	K10
C0151511	611.4	N64.2	611	N64
C0260685	V44.3	Z93.3	V44	Z93
C0154061	230.3	D01.0	230	D01
C0011616	692.9	L25|L25.9	692	L25
C0261889	943.4	Y53.5	943	Y53
C0153443	154.0	C19	154	C19
C0033804	752.7	Q56.3	752	Q56
C0348758	575.8	K82.8	575	K82
C0042024	788.3|788.30	R32	788	R32
C0154678	333|333.9|333.99	G25	333	G25
C0153445	154.2	C21.1	154	C21
C0156387	623.3	N89.6	623	N89
C0027059	429.0	I51.4	429	I51
C0260700	V46.0	Z99.0	V46	Z99
C0010093	620.1	N83.1	620	N83
C0158948	771.5	P39.0	771	P39
C0000770	520.2	K00.2	520	K00
C0265626	755.33	Q72.1	755	Q72
C0153129	090.1	A50.1	090	A50
C0496857	210.2	D11.0	210	D11
C0154120	237.6	D42|D42.9	237	D42
C0267567	566	K61|K61.2	566	K61
C0085273	057.0	B08.3	057	B08
C0020480	272.1	E78.1	272	E78
C0041228	086.5	B56|B56.9	086	B56
C0153426	152.0	C17.0	152	C17
C0576995	784.8	R04.1	784	R04
C0155895	506.1	J68.1	506	J68
C0153976	215.3	D21.2	215	D21
C0154077	232.3	D04.3	232	D04
C1527330	266.1	E53.1	266	E53
C0013428	788.1	R30|R30.0|R30.9	788	R30
C0155788	455.9	I84.6	455	I84
C0013394	625.0	N94.1	625	N94
C0260827	V66.1	Z54.1	V66	Z54
C0263251	692.3	L25.1	692	L25
C0005683	594.1	N21.0	594	N21
C0014858	530.5	K22.4	530	K22
C1621825	574.1|574.4	K80.4	574	K80
C0153678	197.2	C78.2	197	C78
C4282208	120.3	B65.3	120	B65
C0162323	714.9	M05-M14.9|M06.4|M13.0	714	M05-M14|M06|M13
C0348343	162.9	C34|C34.9	162	C34
C0156173	564.5	K59.1	564	K59
C0260745	V53|V53.99	Z46	V53	Z46
C0152965	038.1|038.10	A41.2	038	A41
C0152487	003.2|003.20	A02.2	003	A02
C0270078	765.0	P07.2	765	P07
C0236828	315.39	F80.0	315	F80
C1735856	346.0	G43.1	346	G43
C0155930	521.6	K03.5	521	K03
C0162283	588.1	N25.1	588	N25
C0266326	753.4	Q62.4	753	Q62
C0149530	746.86	Q24.6	746	Q24
C0153065	062.2	A83.2	062	A83
C0040793	958.5	T79.5	958	T79
C0476475	705.2|705.21	R61.0	705	R61
C0032308	482.4|482.40	J15.2	482	J15
C0153484	161.1	C32.1	161	C32
C0034686	026|026.9	A25|A25.9	026	A25
C0161501	961.4	T37.2	961	T37
C0029660	204.8	C91.7	204	C91
C0005741	373.0|373.00|373.9	H01.0|H01.9	373	H01
C0260766	V55.6	Z43.6	V55	Z43
C0270871	351.8	G51.4	351	G51
C0025281	386.0|386.00	H81.0	386	H81
C0042341	456.4	I86.1	456	I86
C0270890	353|353.9	G54|G54.9	353	G54
C2937222	556.2	K51.2	556	K51
C0391994	V45.4	Z98.1	V45	Z98
C0265618	755.3|755.30	Q72|Q72.9	755	Q72
C0016034	610.1	N60.1	610	N60
C0160774	905.0	T90.2	905	T90
C0007859	723.1	M54.2	723	M54
C0521620	593.5	N13.4	593	N13
C0348708	512.89	J93.8	512	J93
C0019079	786.3|786.30	R04.2	786	R04
C1313934	V59.3	Z52.3	V59	Z52
C0042568	435.3	G45.0	435	G45
C0348768	690.18	L21.8	690	L21
C0339438	362|362.8|362.89	H35	362	H35
C0152444	742.53	Q06.4	742	Q06
C0274288	992.3	T67.3	992	T67
C0022672	584.5	N17.0	584	N17
C0029794	695.8|695.89	L53.8	695	L53
C2363246	757.3|757.39	Q82.8	757	Q82
C0343065	708.3	L50.3	708	L50
C0018965	599.7|599.70	R31	599	R31
C0153599	187.2	C60.1	187	C60
C0153620	189.3	C68.0	189	C68
C0027849	333.92	G21.0	333	G21
C0031880	278.03	E66.2	278	E66
C0157611	675.2	O91.2	675	O91
C0261591	879.3	Y84.3	879	Y84
C0156678	642.64	O15.2	642	O15
C0152101	746.7	Q23.4	746	Q23
C0029744	285.8	D64.8	285	D64
C0158719	754.42	Q68.3	754	Q68
C0161011	933.1	T17.3	933	T17
C0404572	628.0	N97.0	628	N97
C0154983	366.2|366.20	H26.1	366	H26
C0155679	420|420.90	I30|I30.9	420	I30
C0342122	242.0	E05.0	242	E05
C0270184	772.0	P50.5	772	P50
C0495255	661.4	O62.4	661	O62
C0158993	776.3	P61.6	776	P61
C0043102	100.0	A27.0	100	A27
C0476334	790.6	R79.0	790	R79
C0266587	743.66	Q10.7	743	Q10
C0276386	066.3	A93.0	066	A93
C0160761	904.41	S85.0	904	S85
C0272153	776.4	P61.1	776	P61
C0161642	976.2	T49.2	976	T49
C0158625	747	Q28	747	Q28
C0477341	323.0	G05.1	323	G05
C0153501	164.2	C38.1	164	C38
C0158931	768.5	P21.0	768	P21
C0161680	980.1	T51.1	980	T51
C0153584	183.9	C57.4	183	C57
C0156329	614.3	N73.0	614	N73
C0040335	V15.82	Z72.0	V15	Z72
C0149520	575.0	K81.0	575	K81
C0339573	365.11	H40.1	365	H40
C0400853	777.2	P76.2	777	P76
C0158835	762.7	P02.7	762	P02
C0260867	V71.2	Z03.0	V71	Z03
C0274245	932	T17.1	932	T17
C0007682	349.9	G96.9	349	G96
C0153066	062.4	A83.4	062	A83
C0004144	033.39|518.0	J98.1	033|518	J98
C0221018	285.0	D64.0	285	D64
C0156093	540.1	K35.1	540	K35
C0035528	266.0	E53.0	266	E53
C0178337	V06.99	Z20-Z29.9	V06	Z20-Z29
C0029513	620.2	N83.2	620	N83
C0029607	492.8	J43.8	492	J43
C0158991	776.1	P61.0	776	P61
C0029706	386.1|386.19	H81.3	386	H81
C0042347	454.1	I83.1	454	I83
C0160991	928.11	S87.0	928	S87
C0152134	378.86	H51.2	378	H51
C0478269	912.8	S40.8	912	S40
C0154412	296.33	F33.2	296	F33
C0000768	759.9|759.99	Q89.9	759	Q89
C0478095	759.8|759.89	Q89.8	759	Q89
C0156546	637.01	O06.0	637	O06
C0154870	363.0|363.00	H30.0	363	H30
C0020626	252.1	E20|E20.9	252	E20
C0476705	V45.73	Z90.5	V45	Z90
C0011636	110|110.9	B35|B35.9	110	B35
C0152072	084.3	B53.0	084	B53
C0276727	117.1	B42.1	117	B42
C1321926	951.0	S04.1	951	S04
C0155952	525.3	K08.3	525	K08
C0007361	078.3	A28.1	078	A28
C0267291	533.1	K27.1	533	K27
C0496860	211.3	D12.1	211	D12
C0023449	204.0	C91.0	204	C91
C0041466	002.0	A01.0	002	A01
C0161682	980.3	T51.3	980	T51
C0261899	944.4	Y54.5	944	Y54
C0264115	733.09	M81.4	733	M81
C0154035	225.4	D32.1	225	D32
C0152179	352.3	G52.2	352	G52
C0153574	182	C54|C54.9	182	C54
C0549160	082.2	A77.2	082	A77
C0152275	206.2	C93.2	206	C93
C0348483	270.2	E70.8	270	E70
C0153598	187.1	C60.0	187	C60
C0152168	576.5	K83.4	576	K83
C0018839	992.5	T67.5	992	T67
C0160705	902.1|902.10	S35.1	902	S35
C0025427	961.2|985.0	T56.1	961|985	T56
C0161409	951.5	S04.6	951	S04
C0014719	622.0	N86	622	N86
C0009763	372.30	H10|H10.9	372	H10
C0022578	371.6|371.60	H18.6	371	H18
C0040702	307.21	F95.0	307	F95
C0149922	698.3	L28.0	698	L28
C0029808	127.7	B81.8	127	B81
C0348538	364.89	H21.8	364	H21
C0346866	183.3	C57.1	183	C57
C0478058	753.3	Q63.8	753	Q63
C0549423	331.4	G91.1	331	G91
C0037928	336.9	G95.9	336	G95
C0261926	947.1	Y57.1	947	Y57
C0260796	V60.5	Z75.5	V60	Z75
C0153256	112.83	B37.5	112	B37
C0496814	184.1	C51.0	184	C51
C0029678	287.2	D69.2	287	D69
C0273454	901.4|901.40	S25.4	901	S25
C0156345	617.3	N80.3	617	N80
C0686655	196.2	C77.2	196	C77
C0024591	995.86	T88.3	995	T88
C0029803	128.8	B83.8	128	B83
C0495270	663.5|663.50	O69.4	663	O69
C0751098	062|062.9	A83|A83.9	062	A83
C0264155	736.9	M21.9	736	M21
C0007871	622.5	N88.3	622	N88
C0042769	079.99	B34|B34.9	079	B34
C0040332	305.1	F17.2	305	F17
C0159970	836	S83.1	836	S83
C0348187	052.8	B01.8	052	B01
C0348149	095	A52.7	095	A52
C0155395	380.14	H60.2	380	H60
C0156354	618.5	N99.3	618	N99
C0028242	039.9	A43|A43.9	039	A43
C0277590	798.2	R96.1	798	R96
C0395887	385.0|385.00	H74.0	385	H74
C0160953	924.11	S80.0	924	S80
C0002874	284.9	D61.9	284	D61
C0348090	V69.3	Z72.6	V69	Z72
C0155484	385.2	H74.3	385	H74
C0029527	023.8	A23.8	023	A23
C0149816	566	K61.3	566	K61
C0265547	755.4	Q73	755	Q73
C3536895	757|757.9	Q84.9	757	Q84
C0152442	610.4	N60.4	610	N60
C0153483	161.0	C32.0	161	C32
C0033075	367.4	H52.4	367	H52
C0157917	714.32	M08.4	714	M08
C0265621	755.31	Q72.0	755	Q72
C0375259	396|396.9	I08.0	396	I08
C0013456	388.7|388.70	H92.0	388	H92
C0155802	459.2	I87.1	459	I87
C0007795	341.1	G37.0	341	G37
C0155448	383.2|383.20	H70.2	383	H70
C0152223	378.6|378.60	H50.6	378	H50
C0178307	779.99	P00-P96.9	779	P00-P96
C0026618	520.3	K00.3	520	K00
C0154688	336	G95	336	G95
C0007102	153|153.9	C18|C18.9	153	C18
C0160994	928.21	S97.0	928	S97
C0014518	695.15	L51.2	695	L51
C0161629	975	T48	975	T48
C0019099	065.0	A98.0	065	A98
C0276286	066.3	A92.1	066	A92
C0153630	190.6	C69.3	190	C69
C0029745	284.8	D61.8	284	D61
C0040954	127.3	B79	127	B79
C0023466	206.1	C93.1	206	C93
C0473462	661	O62|O62.9	661	O62
C0496703	V65.2	Z76.5	V65	Z76
C0156154	558.2	K52.1	558	K52
C0011633	710.3	M33|M33.9	710	M33
C0432579	140.3	C00.3	140	C00
C0525045	296.90	F30-F39.9|F39	296	F30-F39|F39
C0040517	307.23	F95.2	307	F95
C0260572	V25.42	Z30.5	V25	Z30
C0017589	024	A24.0	024	A24
C0029771	577.8	K86.8	577	K86
C0152166	579.4	K90.3	579	K90
C0038450	786.1	R06.1	786	R06
C0406047	686.9	L08.9	686	L08
C0039070	780.2	R55	780	R55
C0152144	992.4	T67.4	992	T67
C0261516	870.4	Y60.4	870	Y60
C0155421	381.1	H65.2	381	H65
C0018801	428|428.9	I50|I50.9	428	I50
C0006285	485	J18.0	485	J18
C0260581	V27	Z37|Z37.9	V27	Z37
C0154748	355.0	G57.0	355	G57
C0152169	788.0	N23	788	N23
C0037856	608.2|608.20|608.22	N44	608	N44
C0010964	742.3	Q03.1	742	Q03
C0155540	388.6|388.60	H92.1	388	H92
C0481367	977	Y89.0	977	Y89
C0236151	794.4	R94.4	794	R94
C0156333	615	N71	615	N71
C0152221	378.5|378.50	H49|H49.9	378	H49
C0029665	264.8	E50.8	264	E50
C0221365	753.4	Q62.5	753	Q62
C1704300	779.6	P96.4	779	P96
C0205792	618.6	N81.5	618	N81
C0340589	444.22	I74.3	444	I74
C0495245	658.1	O42.0	658	O42
C0027804	300.5	F48.0	300	F48
C0036916	099.9	A50-A64.9|A64	099	A50-A64|A64
C0035220	769	P22|P22.0|P22.9	769	P22
C0154651	322.0	G03.0	322	G03
C0392492	522.6	K04.5	522	K04
C0156253	590.2	N15.1	590	N15
C0002312	282.43	D56.0	282	D56
C0155569	395.2	I06.2	395	I06
C0154565	307.40	F51|F51.9	307	F51
C0206083	341.8	G37.2	341	G37
C0006741	574.2	K80.2	574	K80
C0009080	781.5	R68.3	781	R68
C0034084	746.83	Q24.3	746	Q24
C0156369	621.0	N84.0	621	N84
C0153960	213.0	D16.4	213	D16
C0001264	039.3	A42.2	039	A42
C0178272	417.9|417.99	I28.9	417	I28
C0161630	975.0	T48.0	975	T48
C0340629	441.9	I71.9	441	I71
C0156373	621.6	N85.4	621	N85
C0495615	756.0	Q75.9	756	Q75
C0156405	626.5	N92.3	626	N92
C0154071	231.2	D02.2	231	D02
C0265529	754.0	Q67.3	754	Q67
C0038325	695.13	L51.1	695	L51
C0476706	V45.77	Z90.7	V45	Z90
C0028754	278.00	E66|E66.9	278	E66
C0029610	360.1|360.19	H44.1	360	H44
C0155823	471.8	J33.8	471	J33
C1292778	238.7|238.79	D47.1	238	D47
C0260352	V02.1	Z22.0	V02	Z22
C0001317	207.0	C94.0	207	C94
C0034960	356.3	G60.1	356	G60
C0161615	973.4	T47.5	973	T47
C0029485	706.1	L70.8	706	L70
C0269874	664.2|664.21	O70.2	664	O70
C0261915	946.1	Y56.1	946	Y56
C0158454	733.81	M84.0	733	M84
C0524528	299|299.9	F84|F84.9	299	F84
C0161786	996.69	T85.7	996	T85
C0494126	128	B83	128	B83
C0392663	125.0	B74.0	125	B74
C0343272	732.8	M42.1	732	M42
C0155556	391.1	I01.1	391	I01
C0153938	210.7	D10.6	210	D10
C0033775	698.0	L29.0	698	L29
C0869098	995.7	T78.1	995	T78
C0003950	127.0	B77|B77.9	127	B77
C0269815	669.9	O60-O75.9|O75.9	669	O60-O75|O75
C0085580	401|401.9	I10	401	I10
C0161727	989.1	T65.1	989	T65
C0158823	761.6	P01.6	761	P01
C0158944	771	P35-P39.9|P39.9	771	P35-P39|P39
C0477573	735.8	M20.5	735	M20
C0015231	058.1|058.10	B08.2	058	B08
C0154300	287	D69	287	D69
C0158779	756.2	Q76.5	756	Q76
C0276308	056.71	M01.4	056	M01
C0152417	746.3	Q23.0	746	Q23
C0270258	778.4	P81.0	778	P81
C0266245	751.61	Q44.3	751	Q44
C0006542	504	J66.0	504	J66
C0003492	747.1|747.10	Q25.1	747	Q25
C0029816	358.8	G70.8	358	G70
C0153242	103.1	A67.1	103	A67
C0232867	593.6	N39.2	593	N39
C0700587	759.0	Q89.0	759	Q89
C0160692	901.2	S25.2	901	S25
C0477972	742.4	Q04.8	742	Q04
C0221406	255.0	E24.0	255	E24
C0025007	055	B05	055	B05
C0023465	206.0	C93.0	206	C93
C0476409	794.3|794.30	R94.3	794	R94
C0006705	275.4|275.40	E83.5	275	E83
C0154739	353.8	G54.8	353	G54
C0161745	993.1	T70.1	993	T70
C0392550	343.4	G80.2	343	G80
C3854304	753.11	Q61.0	753	Q61
C0003615	541|543.99	K37	541|543	K37
C0274134	944.3	T23.3	944	T23
C0030809	694.4	L10.0	694	L10
C0036689	034.0	J02.0	034	J02
C0156324	611.79	N64.5	611	N64
C0014013	510.9	J86	510	J86
C0002063	276.3	E87.3	276	E87
C0496920	236.2	D39.1	236	D39
C0158498	737.11	M96.2	737	M96
C0153303	127.8	B81.4	127	B81
C0011884	362.0|362.01	H36.0	362	H36
C0495399	770.3	P26.1	770	P26
C0042870	268|268.9	E55|E55.9	268	E55
C0036646	366.1|366.10	H25|H25.9	366	H25
C0274659	970.81	T40.5	970	T40
C0029640	560.39	K56.4	560	K56
C0154101	235.5	D37.7	235	D37
C0273448	928.3	S97.1	928	S97
C0265027	448.1	I78.1	448	I78
C0014060	062.3	A83.3	062	A83
C0494025	008.45	A04.7	008	A04
C0153476	160.2	C31.0	160	C31
C0036117	003.9	A02.9	003	A02
C0477897	766.1	P08.1	766	P08
C0037052	427.81	I49.5	427	I49
C0155995	532.1	K26.1	532	K26
C0265736	748.1	Q30|Q30.9	748	Q30
C0011849	250|250.0	E10-E14.9|E14	250	E10-E14|E14
C0153045	054.72	B00.3	054	B00
C0276226	054.3	B00.4	054	B00
C0272839	836.2	S83.2	836	S83
C0038165	695.81	L00	695	L00
C0451640	732.8	M93.8	732	M93
C0686277	233.31	D07.2	233	D07
C0153677	197.1	C78.1	197	C78
C0276430	047	A87.0	047	A87
C0020456	790.29	R73.9	790	R73
C0153640	191.6	C71.6	191	C71
C0343380	008.01	A04.0	008	A04
C0269870	664.1|664.11	O70.1	664	O70
C0149955	751.7	Q45.1	751	Q45
C0271375	378.53	H49.1	378	H49
C0264492	518.83	J96.1	518	J96
C0260691	V44|V44.9	Z93|Z93.9	V44	Z93
C0152945	022.2	A22.2	022	A22
C1313895	V27.0|V30	Z37.0	V27|V30	Z37
C0149771	618.04|654.4	N81.6	618|654	N81
C0153427	152.1	C17.1	152	C17
C0155283	376.6	H05.5	376	H05
C0033581	601|601.9	N41|N41.9	601	N41
C0159914	830	S03.0	830	S03
C0751552	164.0	C37	164	C37
C0026703	277.5	E76.3	277	E76
C0154059	230.1	D00.1	230	D00
C0161784	996.66	T84.5	996	T84
C0543418	941	Y51	941	Y51
C0158536	741.92	Q05.6	741	Q05
C0267636	543.9	K38.2	543	K38
C0267392	556.4	K51.4	556	K51
C0154209	256.0	E28.0	256	E28
C0018524	780.1	R44.3	780	R44
C0566951	616.89	N76.5	616	N76
C0266578	743.62	Q10.1	743	Q10
C0153662	195.2	C76.2	195	C76
C0546836	140.9	C00.2	140	C00
C0012716	275.2	E83.4	275	E83
C0154044	227.5	D35.5	227	D35
C0496909	235.3	D37.6	235	D37
C0012715	275.0	E83.1	275	E83
C0153513	170.3	C41.3	170	C41
C0008521	363.9	H31.9	363	H31
C0158537	741.93	Q05.7	741	Q05
C0023470	205|205.9	C92|C92.9	205	C92
C0156425	634.01	O03.0	634	O03
C0161768	996.32	T83.3	996	T83
C0260753	V53.7	Z46.7	V53	Z46
C0007192	425.5	I42.6	425	I42
C0154706	344.8|344.89	G83.8	344	G83
C0477999	746.8|746.89	Q24.8	746	Q24
C4049006	279.01	D80.2	279	D80
C0392494	529.3	K14.3	529	K14
C0032238	074.1	B33.0	074	B33
C0160956	924.21	S90.0	924	S90
C0161544	965.1	T39.0	965	T39
C0264766	394.0	I05.0	394	I05
C0392499	533.3	K27.3	533	K27
C0495485	743.65	Q10.4	743	Q10
C0155795	456.5	I86.2	456	I86
C0039236	427.2	I47|I47.9	427	I47
C0161341	948.4	T31.4	948	T31
C0152717	014	A18.3	014	A18
C0155514	386.5|386.50	H83.2	386	H83
C0451636	V22.2	Z33	V22	Z33
C0153595	186.0	C62.0	186	C62
C0027430	471|471.0|471.9	J33|J33.0|J33.9	471	J33
C0024902	611.71	N64.4	611	N64
C0035920	056	B06	056	B06
C0343372	001.1	A00.1	001	A00
C0029899	387|387.9	H80|H80.9	387	H80
C0266094	744.81	Q18.6	744	Q18
C0015644	781.0	R25.3	781	R25
C0346667	170.2	C41.2	170	C41
C0161571	968.3	T41.1	968	T41
C0275820	647.0	O98.1	647	O98
C0349249	300.89	F45.8	300	F45
C0494576	404.93	I13.2	404	I13
C0029830	104.8	A69.8	104	A69
C0008058	991.5	T69.1	991	T69
C0154117	237.2	D44.1	237	D44
C0153356	141.6	C02.4	141	C02
C0156635	641.8|641.83	O46.8	641	O46
C0153417	151.0	C16.0	151	C16
C0153611	188.3	C67.3	188	C67
C0349459	622.12	N87.1	622	N87
C0024528	780.7	R53	780	R53
C0348775	V69.9	Z72.9	V69	Z72
C0155428	381.5|381.50	H68.0	381	H68
C0478019	748.8	Q34.8	748	Q34
C0014743	695.2	L52	695	L52
C0702090	871.0	Y61.0	871	Y61
C2004465	750.9	Q40.9	750	Q40
C0155296	377.2	H47.3	377	H47
C0494657	478.3	J38.0	478	J38
C1276801	027.1	A26|A26.9	027	A26
C0338908	300.4	F41.2	300	F41
C0155559	392.0	I02.0	392	I02
C0033074	388.01	H91.1	388	H91
C0260687	V44.5|V44.50	Z93.5	V44	Z93
C0178323	897.99	T13.1	897	T13
C0016632	705.82	L75.2	705	L75
C0260470	V12.6	Z87.0	V12	Z87
C0039104	727.0|727.00	M65|M65.9	727	M65
C0263478	704.01	L63.2	704	L63
C0234398	377.7	H47.6	377	H47
C0154724	348.0	G93.0	348	G93
C0740181	V50.0	Z41.0	V50	Z41
C0266389	752.33	Q51.4	752	Q51
C0153660	195.0	C76.0	195	C76
C0162286	947.2	T28.1	947	T28
C0851325	937.2	Y47.3	937	Y47
C0521648	770.84	P28.5	770	P28
C0152502	006.4	A06.5	006	A06
C0035317	362.81	H35.6	362	H35
C0019918	373.1	H00.0	373	H00
C0276007	102.4	A66.4	102	A66
C0036508	690.1|690.10|706.3	L21|L21.9	690|706	L21
C0161738	991.8	T69.8	991	T69
C0376358	185	C61	185	C61
C0152964	038.0	A40|A40.9	038	A40
